2024-02-02 02:58:15.246 [info] Log level: Info
2024-02-02 02:58:15.246 [info] Validating found git in: "git"
2024-02-02 02:58:15.246 [info] Using git "2.34.1" from "git"
2024-02-02 02:58:15.246 [info] > git rev-parse --show-toplevel [3ms]
2024-02-02 02:58:15.246 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 02:58:15.246 [info] > git rev-parse --show-toplevel [2ms]
2024-02-02 02:58:15.246 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 02:58:15.246 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 02:58:15.246 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 02:58:15.246 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 02:58:15.246 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 02:58:15.246 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 02:58:15.246 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 02:58:15.246 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 02:58:15.246 [info] > git rev-parse --show-toplevel [2ms]
2024-02-02 02:58:15.246 [info] > git rev-parse --show-toplevel [2ms]
2024-02-02 02:58:26.282 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 02:58:26.288 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 02:58:43.818 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 02:58:43.859 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 04:02:54.110 [info] > git rev-parse --show-toplevel [2ms]
2024-02-02 04:02:54.120 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 04:02:54.127 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 04:02:54.133 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:24:47.914 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:24:47.920 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:24:47.925 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:24:47.931 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:25:54.790 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:25:54.795 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:25:54.801 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:25:54.806 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:26:59.899 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:26:59.906 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:26:59.911 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:26:59.917 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:36:12.852 [info] > git rev-parse --show-toplevel [2ms]
2024-02-02 05:36:47.843 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:36:57.349 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:39:40.521 [info] > git rev-parse --show-toplevel [2ms]
2024-02-02 05:39:42.887 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:39:46.457 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:39:56.771 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:40:44.755 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:41:06.351 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:41:09.093 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:41:29.235 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:42:07.088 [info] > git rev-parse --show-toplevel [2ms]
2024-02-02 05:42:24.676 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:42:26.204 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:42:48.947 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:43:36.874 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:44:04.756 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:46:47.400 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:46:51.868 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:46:55.488 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:46:59.872 [info] > git rev-parse --show-toplevel [2ms]
2024-02-02 05:47:09.131 [info] > git rev-parse --show-toplevel [1ms]
2024-02-02 05:47:13.310 [info] > git rev-parse --show-toplevel [2ms]
